work_order_id,catalog_id,supplier,device_type,technician,shift,build_date,logcnt_ERROR,logcnt_INFO,logcnt_WARN,logcnt_total,loglen_avg,cl_0,cl_1,cl_-1,saw_noise,failure_label
WO-0002119,CAT-1100,SPLR_16,EMBEDDED_B,Sarah,A,2025-01-27,3,1,4,8,40.0,0,0,1,1,0
WO-0002120,CAT-1018,SPLR_04,NUC,Edward,B,2025-01-27,5,7,2,14,36.92857142857143,0,0,1,1,0
WO-0002121,CAT-1033,SPLR_14,RACK2U,Jonathan,C,2025-01-27,3,8,0,11,28.727272727272727,0,0,1,1,0
WO-0002122,CAT-1064,SPLR_11,U25,Aaron,C,2025-01-27,3,5,4,12,31.333333333333332,0,0,1,1,0
WO-0002123,CAT-1111,SPLR_12,EMBEDDED_B,Anthony,A,2025-01-27,1,10,0,11,29.09090909090909,0,0,1,1,0
WO-0002124,CAT-1105,SPLR_09,NUC,Aaron,A,2025-01-27,5,7,5,17,31.823529411764707,1,0,0,0,0
WO-0002125,CAT-1010,SPLR_05,RACK2U,Susan,C,2025-01-27,1,1,1,3,28.0,0,0,1,1,0
WO-0002126,CAT-1088,SPLR_13,EDGE_AI,Jonathan,A,2025-01-27,1,5,2,8,26.625,0,0,1,1,0
WO-0002127,CAT-1018,SPLR_12,EDGE_AI,Thomas,A,2025-01-27,3,6,7,16,36.6875,0,0,1,1,0
WO-0002128,CAT-1071,SPLR_09,RACK2U,Allison,A,2025-01-27,5,2,1,8,26.125,0,0,1,1,0
WO-0002129,CAT-1028,SPLR_08,NUC,Carmen,C,2025-01-27,4,9,0,13,30.692307692307693,0,0,1,1,0
WO-0002130,CAT-1034,SPLR_13,EMBEDDED_A,Lisa,A,2025-01-27,4,7,2,13,34.07692307692308,0,0,1,1,0
WO-0002131,CAT-1096,SPLR_12,EMBEDDED_A,Katelyn,B,2025-01-27,2,10,4,16,27.6875,0,0,1,1,0
WO-0002132,CAT-1088,SPLR_16,NUC,Kelsey,A,2025-01-27,2,5,2,9,28.666666666666668,0,0,1,1,0
WO-0002133,CAT-1114,SPLR_05,NUC,Jonathan,B,2025-01-27,0,10,2,12,26.75,0,0,1,1,0
WO-0002134,CAT-1033,SPLR_04,EMBEDDED_A,Alexis,A,2025-01-27,0,8,0,8,28.125,0,0,1,1,0
WO-0002135,CAT-1097,SPLR_09,RACK2U,Michael,B,2025-01-27,0,8,3,11,27.272727272727273,0,0,1,1,0
WO-0002136,CAT-1004,SPLR_06,RACK2U,Trevor,C,2025-01-27,3,5,2,10,27.4,0,0,1,1,0
WO-0002137,CAT-1050,SPLR_10,RACK1U,Susan,B,2025-01-27,3,5,2,10,34.6,0,0,1,1,1
WO-0002138,CAT-1020,SPLR_06,EDGE_AI,Wesley,A,2025-01-27,6,5,5,16,33.25,0,0,1,1,0
WO-0002139,CAT-1094,SPLR_01,RACK2U,Gabriel,A,2025-01-27,3,8,0,11,27.90909090909091,0,0,1,1,0
WO-0002140,CAT-1022,SPLR_17,STORAGE_NODE,Adam,A,2025-01-27,2,6,4,12,35.0,0,0,1,1,0
WO-0002141,CAT-1091,SPLR_16,EMBEDDED_B,Jonathan,A,2025-01-27,5,6,3,14,33.714285714285715,0,0,1,1,1
WO-0002142,CAT-1086,SPLR_12,EMBEDDED_A,Felicia,B,2025-01-27,0,6,1,7,27.857142857142858,0,0,1,1,0
WO-0002143,CAT-1002,SPLR_13,EMBEDDED_A,Jonathan,A,2025-01-27,0,8,0,8,25.25,0,0,1,1,1
WO-0002144,CAT-1118,SPLR_13,EMBEDDED_A,Kelsey,C,2025-01-27,9,2,3,14,44.857142857142854,0,0,1,1,0
WO-0002145,CAT-1115,SPLR_12,NUC,Gregory,B,2025-01-27,8,5,3,16,33.8125,1,0,0,0,1
WO-0002146,CAT-1084,SPLR_02,EMBEDDED_A,Danielle,B,2025-01-27,1,5,2,8,30.375,0,0,1,1,0
WO-0002147,CAT-1083,SPLR_10,NUC,Dawn,B,2025-01-27,1,8,7,16,32.25,0,0,1,1,0
WO-0002148,CAT-1109,SPLR_01,RACK1U,Ashley,A,2025-01-27,5,8,3,16,35.9375,0,0,1,1,0
WO-0002149,CAT-1007,SPLR_09,STORAGE_NODE,Samantha,A,2025-01-27,5,8,5,18,37.44444444444444,1,0,0,0,0
WO-0002150,CAT-1014,SPLR_14,U25,Michael,A,2025-01-27,3,7,1,11,27.818181818181817,0,0,1,1,0
WO-0002151,CAT-1092,SPLR_04,EMBEDDED_B,Margaret,A,2025-01-27,2,4,2,8,32.75,0,0,1,1,0
WO-0002152,CAT-1025,SPLR_01,RACK2U,Kyle,C,2025-01-27,1,9,0,10,28.6,0,0,1,1,0
WO-0002153,CAT-1040,SPLR_10,RACK1U,Alice,A,2025-01-27,4,8,2,14,30.0,0,0,1,1,0
WO-0002154,CAT-1024,SPLR_17,RACK1U,Adam,B,2025-01-27,2,7,3,12,32.75,1,0,0,0,0
WO-0002155,CAT-1046,SPLR_17,RACK2U,Gerald,A,2025-01-27,1,13,1,15,29.866666666666667,0,0,1,1,0
WO-0002156,CAT-1056,SPLR_02,EMBEDDED_A,Tracy,A,2025-01-27,1,6,2,9,27.22222222222222,0,0,1,1,0
WO-0002157,CAT-1013,SPLR_16,EMBEDDED_A,Danielle,A,2025-01-27,0,6,4,10,33.9,0,0,1,1,0
WO-0002158,CAT-1075,SPLR_13,U25,Dawn,A,2025-01-27,2,4,2,8,29.5,0,0,1,1,0
WO-0002159,CAT-1110,SPLR_07,EMBEDDED_A,Brian,C,2025-01-27,5,4,6,15,30.466666666666665,0,0,1,1,0
WO-0002160,CAT-1105,SPLR_06,STORAGE_NODE,Edward,A,2025-01-28,0,5,2,7,25.714285714285715,0,0,1,1,0
WO-0002161,CAT-1014,SPLR_06,STORAGE_NODE,Ashley,A,2025-01-28,0,3,0,3,26.333333333333332,0,0,1,1,0
WO-0002162,CAT-1079,SPLR_16,EMBEDDED_B,Taylor,B,2025-01-28,3,6,3,12,33.166666666666664,0,0,1,1,0
WO-0002163,CAT-1117,SPLR_17,EMBEDDED_A,Kyle,A,2025-01-28,6,5,0,11,28.0,0,0,1,1,0
WO-0002164,CAT-1001,SPLR_17,NUC,Allison,A,2025-01-28,0,8,0,8,26.25,0,0,1,1,0
WO-0002165,CAT-1108,SPLR_01,EDGE_AI,Carolyn,A,2025-01-28,1,6,2,9,26.333333333333332,0,0,1,1,0
WO-0002166,CAT-1082,SPLR_04,EDGE_AI,Erica,B,2025-01-28,4,4,8,16,34.5625,0,0,1,1,1
WO-0002167,CAT-1094,SPLR_08,NUC,John,C,2025-01-28,1,5,3,9,29.555555555555557,0,0,1,1,0
WO-0002168,CAT-1088,SPLR_09,EMBEDDED_A,Katherine,C,2025-01-28,4,5,2,11,35.45454545454545,0,0,1,1,0
WO-0002169,CAT-1044,SPLR_15,NUC,Mark,B,2025-01-28,2,3,4,9,26.555555555555557,0,0,1,1,0
WO-0002170,CAT-1113,SPLR_06,STORAGE_NODE,Vicki,A,2025-01-28,4,7,2,13,31.615384615384617,0,0,1,1,0
WO-0002171,CAT-1084,SPLR_11,NUC,Aaron,C,2025-01-28,11,8,3,22,35.22727272727273,0,0,1,1,0
WO-0002172,CAT-1004,SPLR_11,EMBEDDED_A,Brandon,C,2025-01-28,9,7,1,17,40.529411764705884,0,0,1,1,0
WO-0002173,CAT-1107,SPLR_14,U25,Wesley,A,2025-01-28,2,3,1,6,48.833333333333336,0,0,1,1,0
WO-0002174,CAT-1093,SPLR_14,STORAGE_NODE,Wesley,B,2025-01-28,4,8,4,16,30.8125,0,0,1,1,0
WO-0002175,CAT-1089,SPLR_08,RACK1U,Taylor,C,2025-01-28,6,9,0,15,33.4,0,0,1,1,1
WO-0002176,CAT-1040,SPLR_13,RACK1U,Jonathan,C,2025-01-28,3,3,2,8,36.25,0,0,1,1,0
WO-0002177,CAT-1087,SPLR_07,RACK1U,Jonathan,A,2025-01-28,2,11,3,16,34.1875,0,0,1,1,0
WO-0002178,CAT-1081,SPLR_08,U25,Steven,C,2025-01-28,6,7,2,15,34.53333333333333,0,0,1,1,0
WO-0002179,CAT-1006,SPLR_16,STORAGE_NODE,Peter,C,2025-01-28,2,8,1,11,28.636363636363637,0,0,1,1,0
WO-0002180,CAT-1059,SPLR_13,EMBEDDED_A,Chad,B,2025-01-28,1,3,1,5,31.0,0,0,1,1,1
WO-0002181,CAT-1106,SPLR_03,EMBEDDED_B,Jay,B,2025-01-28,2,3,6,11,32.09090909090909,0,0,1,1,0
WO-0002182,CAT-1094,SPLR_11,STORAGE_NODE,Katelyn,A,2025-01-28,3,6,5,14,37.857142857142854,0,0,1,1,0
WO-0002183,CAT-1044,SPLR_16,NUC,Jody,B,2025-01-28,5,9,1,15,33.333333333333336,0,0,1,1,1
WO-0002184,CAT-1088,SPLR_05,EMBEDDED_B,Felicia,A,2025-01-28,2,3,2,7,28.142857142857142,0,0,1,1,0
WO-0002185,CAT-1007,SPLR_06,STORAGE_NODE,Marissa,C,2025-01-28,1,8,4,13,31.76923076923077,0,0,1,1,0
WO-0002186,CAT-1101,SPLR_10,U25,Gabriel,A,2025-01-28,1,3,2,6,33.0,1,0,0,0,0
WO-0002187,CAT-1004,SPLR_14,U25,Shannon,B,2025-01-28,1,9,1,11,27.636363636363637,0,0,1,1,0
WO-0002188,CAT-1020,SPLR_10,U25,Theresa,C,2025-01-28,3,7,2,12,36.083333333333336,1,0,0,0,0
WO-0002189,CAT-1050,SPLR_12,EMBEDDED_B,Chad,A,2025-01-28,4,4,3,11,34.54545454545455,0,0,1,1,0
WO-0002190,CAT-1072,SPLR_14,RACK2U,Felicia,B,2025-01-28,4,8,2,14,35.785714285714285,1,0,0,0,0
WO-0002191,CAT-1044,SPLR_10,EMBEDDED_A,Aaron,A,2025-01-28,4,3,4,11,36.72727272727273,1,0,0,0,0
WO-0002192,CAT-1095,SPLR_08,STORAGE_NODE,Trevor,B,2025-01-28,1,8,1,10,26.6,0,0,1,1,0
WO-0002193,CAT-1056,SPLR_06,EMBEDDED_A,Jamie,C,2025-01-28,4,3,2,9,33.666666666666664,1,0,0,0,0
WO-0002194,CAT-1062,SPLR_17,STORAGE_NODE,Heather,B,2025-01-28,1,7,2,10,28.3,0,0,1,1,0
WO-0002195,CAT-1080,SPLR_15,EDGE_AI,Megan,C,2025-01-28,3,5,0,8,36.0,0,0,1,1,0
WO-0002196,CAT-1089,SPLR_12,RACK2U,Heather,A,2025-01-28,0,3,5,8,27.75,0,0,1,1,0
WO-0002197,CAT-1044,SPLR_01,NUC,Erin,A,2025-01-28,3,7,3,13,43.53846153846154,0,0,1,1,0
WO-0002198,CAT-1114,SPLR_05,U25,James,A,2025-01-28,1,4,2,7,25.571428571428573,0,0,1,1,0
WO-0002199,CAT-1070,SPLR_15,U25,Brenda,B,2025-01-28,2,5,4,11,33.0,0,0,1,1,0
WO-0002200,CAT-1115,SPLR_10,U25,Aaron,B,2025-01-28,0,5,0,5,29.0,0,0,1,1,0
WO-0002201,CAT-1066,SPLR_08,EDGE_AI,Daniel,A,2025-01-28,2,7,3,12,30.583333333333332,0,0,1,1,0
WO-0002202,CAT-1079,SPLR_07,RACK2U,Steven,A,2025-01-28,2,7,7,16,31.625,0,0,1,1,0
WO-0002203,CAT-1079,SPLR_14,EMBEDDED_B,Erin,A,2025-01-28,5,3,2,10,33.3,0,0,1,1,0
WO-0002204,CAT-1025,SPLR_01,RACK1U,Megan,C,2025-01-28,0,6,2,8,27.0,0,0,1,1,0
WO-0002205,CAT-1064,SPLR_14,RACK2U,Brandon,A,2025-01-28,7,7,5,19,40.0,1,0,0,0,1
WO-0002206,CAT-1068,SPLR_02,EDGE_AI,Katherine,C,2025-01-28,5,3,0,8,34.0,0,0,1,1,1
WO-0002207,CAT-1047,SPLR_08,STORAGE_NODE,Brenda,A,2025-01-28,1,6,2,9,27.444444444444443,0,0,1,1,0
WO-0002208,CAT-1110,SPLR_03,EMBEDDED_A,Theresa,A,2025-01-28,4,8,1,13,33.76923076923077,0,0,1,1,0
WO-0002209,CAT-1078,SPLR_07,EMBEDDED_A,Gary,C,2025-01-28,1,2,4,7,35.714285714285715,0,0,1,1,0
WO-0002210,CAT-1063,SPLR_14,RACK2U,Jay,A,2025-01-28,2,8,4,14,28.571428571428573,0,0,1,1,0
WO-0002211,CAT-1052,SPLR_09,EMBEDDED_A,Daniel,B,2025-01-28,2,6,2,10,30.3,0,0,1,1,1
WO-0002212,CAT-1070,SPLR_16,EDGE_AI,Linda,B,2025-01-28,2,4,6,12,37.5,0,0,1,1,0
WO-0002213,CAT-1094,SPLR_10,EDGE_AI,Adam,A,2025-01-28,4,4,3,11,33.45454545454545,0,0,1,1,1
WO-0002214,CAT-1068,SPLR_15,EDGE_AI,Shannon,C,2025-01-28,1,9,3,13,27.307692307692307,0,0,1,1,0
WO-0002215,CAT-1032,SPLR_15,STORAGE_NODE,Erin,C,2025-01-28,2,3,1,6,28.833333333333332,0,0,1,1,0
WO-0002216,CAT-1070,SPLR_01,NUC,James,B,2025-01-28,2,4,5,11,36.54545454545455,1,0,0,0,0
WO-0002217,CAT-1041,SPLR_07,EMBEDDED_B,Chad,A,2025-01-28,3,5,4,12,27.166666666666668,0,0,1,1,0
WO-0002218,CAT-1081,SPLR_12,RACK1U,James,B,2025-01-28,10,8,0,18,36.666666666666664,0,0,1,1,0
WO-0002219,CAT-1000,SPLR_08,RACK1U,Gabriel,B,2025-01-28,3,6,5,14,39.357142857142854,1,0,0,0,1
WO-0002220,CAT-1052,SPLR_02,NUC,Shannon,C,2025-01-28,6,7,2,15,33.733333333333334,0,0,1,1,0
WO-0002221,CAT-1010,SPLR_13,STORAGE_NODE,Erin,A,2025-01-28,4,7,0,11,28.272727272727273,0,0,1,1,1
WO-0002222,CAT-1051,SPLR_04,EDGE_AI,Aaron,B,2025-01-28,2,4,1,7,33.42857142857143,0,0,1,1,0
WO-0002223,CAT-1084,SPLR_06,RACK2U,Daniel,A,2025-01-28,2,4,2,8,26.5,0,0,1,1,0
WO-0002224,CAT-1030,SPLR_17,RACK2U,Kimberly,C,2025-01-28,1,2,1,4,26.5,0,0,1,1,0
WO-0002225,CAT-1083,SPLR_10,STORAGE_NODE,Gary,B,2025-01-28,4,5,2,11,40.27272727272727,0,0,1,1,0
WO-0002226,CAT-1002,SPLR_04,EMBEDDED_A,Rachel,B,2025-01-28,6,4,2,12,37.75,0,0,1,1,0
WO-0002227,CAT-1049,SPLR_13,NUC,Gary,C,2025-01-28,4,3,1,8,30.625,0,0,1,1,0
WO-0002228,CAT-1005,SPLR_06,RACK2U,Gabriel,C,2025-01-28,0,7,1,8,29.5,0,0,1,1,0
WO-0002229,CAT-1023,SPLR_07,EMBEDDED_B,Katelyn,A,2025-01-28,3,5,4,12,31.25,1,0,0,0,0
WO-0002230,CAT-1089,SPLR_14,EMBEDDED_B,Michael,C,2025-01-28,0,4,1,5,34.4,0,0,1,1,0
WO-0002231,CAT-1040,SPLR_01,EDGE_AI,Edward,B,2025-01-28,4,8,2,14,35.285714285714285,1,0,0,0,1
WO-0002232,CAT-1082,SPLR_05,EMBEDDED_B,Rachel,A,2025-01-28,1,6,3,10,36.3,1,0,0,0,0
WO-0002233,CAT-1066,SPLR_11,RACK1U,Heather,C,2025-01-28,2,9,4,15,30.266666666666666,0,0,1,1,0
WO-0002234,CAT-1081,SPLR_12,RACK2U,Joseph,A,2025-01-28,0,6,2,8,28.125,0,0,1,1,0
WO-0002235,CAT-1069,SPLR_05,EMBEDDED_A,Alexis,A,2025-01-28,0,3,5,8,27.375,0,0,1,1,0
WO-0002236,CAT-1110,SPLR_03,EDGE_AI,Taylor,A,2025-01-28,8,5,6,19,36.63157894736842,0,0,1,1,1
WO-0002237,CAT-1096,SPLR_17,RACK2U,Anna,A,2025-01-28,5,3,4,12,32.083333333333336,0,0,1,1,1
WO-0002238,CAT-1049,SPLR_11,EMBEDDED_B,Brandon,A,2025-01-28,5,7,3,15,35.2,1,0,0,0,1
WO-0002239,CAT-1040,SPLR_13,RACK1U,Jonathan,A,2025-01-28,5,5,2,12,34.166666666666664,0,0,1,1,1
WO-0002240,CAT-1110,SPLR_06,STORAGE_NODE,Anthony,B,2025-01-29,1,4,2,7,37.0,0,0,1,1,0
WO-0002241,CAT-1008,SPLR_03,NUC,Adam,B,2025-01-29,1,3,3,7,27.857142857142858,0,0,1,1,0
WO-0002242,CAT-1110,SPLR_05,RACK1U,Katherine,B,2025-01-29,4,4,1,9,34.111111111111114,0,0,1,1,0
WO-0002243,CAT-1084,SPLR_15,U25,Gregory,B,2025-01-29,1,7,1,9,29.11111111111111,0,0,1,1,0
WO-0002244,CAT-1004,SPLR_14,RACK1U,Sarah,A,2025-01-29,0,6,1,7,28.428571428571427,0,0,1,1,0
WO-0002245,CAT-1023,SPLR_15,NUC,Jonathan,B,2025-01-29,7,5,1,13,40.69230769230769,1,0,0,0,0
WO-0002246,CAT-1104,SPLR_03,NUC,Kevin,B,2025-01-29,2,4,4,10,35.4,0,0,1,1,0
WO-0002247,CAT-1059,SPLR_09,RACK1U,Jonathan,A,2025-01-29,4,5,3,12,37.25,0,0,1,1,0
WO-0002248,CAT-1101,SPLR_13,EMBEDDED_A,Amy,A,2025-01-29,1,7,3,11,28.181818181818183,0,0,1,1,0
WO-0002249,CAT-1004,SPLR_05,EDGE_AI,Andrew,B,2025-01-29,4,6,2,12,33.666666666666664,0,0,1,1,0
WO-0002250,CAT-1114,SPLR_12,NUC,Peter,C,2025-01-29,1,7,0,8,26.5,0,0,1,1,0
WO-0002251,CAT-1093,SPLR_17,U25,Adam,A,2025-01-29,1,8,1,10,27.3,0,0,1,1,0
WO-0002252,CAT-1012,SPLR_13,RACK1U,Andrew,A,2025-01-29,1,9,0,10,27.4,0,0,1,1,1
WO-0002253,CAT-1007,SPLR_06,RACK1U,Linda,B,2025-01-29,6,6,2,14,34.714285714285715,0,0,1,1,0
WO-0002254,CAT-1056,SPLR_10,EMBEDDED_B,Sarah,A,2025-01-29,2,2,3,7,37.714285714285715,0,0,1,1,0
WO-0002255,CAT-1109,SPLR_03,STORAGE_NODE,Michael,B,2025-01-29,0,6,4,10,27.7,0,0,1,1,0
WO-0002256,CAT-1055,SPLR_02,EMBEDDED_A,Adrienne,A,2025-01-29,5,5,1,11,36.27272727272727,0,0,1,1,0
WO-0002257,CAT-1115,SPLR_07,EMBEDDED_B,Lisa,C,2025-01-29,1,8,1,10,37.0,0,0,1,1,0
WO-0002258,CAT-1047,SPLR_17,EMBEDDED_B,Trevor,B,2025-01-29,3,6,2,11,41.45454545454545,0,0,1,1,0
WO-0002259,CAT-1022,SPLR_15,NUC,Daniel,A,2025-01-29,4,7,3,14,34.0,0,0,1,1,1
WO-0002260,CAT-1113,SPLR_03,STORAGE_NODE,Michael,C,2025-01-29,5,6,4,15,35.13333333333333,0,0,1,1,0
WO-0002261,CAT-1049,SPLR_16,EDGE_AI,Alexis,C,2025-01-29,1,4,3,8,32.625,0,0,1,1,0
WO-0002262,CAT-1064,SPLR_16,NUC,Sarah,B,2025-01-29,2,2,5,9,34.44444444444444,0,0,1,1,1
WO-0002263,CAT-1051,SPLR_08,EDGE_AI,Mark,B,2025-01-29,1,9,5,15,28.066666666666666,0,0,1,1,0
WO-0002264,CAT-1009,SPLR_04,EDGE_AI,Tracy,A,2025-01-29,4,5,3,12,36.333333333333336,1,0,0,0,0
WO-0002265,CAT-1022,SPLR_01,U25,Michael,A,2025-01-29,7,5,2,14,37.214285714285715,0,0,1,1,0
WO-0002266,CAT-1008,SPLR_02,EMBEDDED_A,Shannon,B,2025-01-29,4,6,2,12,35.916666666666664,1,0,0,0,0
WO-0002267,CAT-1020,SPLR_06,U25,Linda,A,2025-01-29,3,6,0,9,30.88888888888889,0,0,1,1,0
WO-0002268,CAT-1005,SPLR_12,U25,Gabriel,A,2025-01-29,4,4,0,8,27.5,0,0,1,1,0
WO-0002269,CAT-1020,SPLR_13,U25,Vicki,B,2025-01-29,3,4,6,13,38.15384615384615,0,0,1,1,0
WO-0002270,CAT-1016,SPLR_16,RACK1U,Jonathan,A,2025-01-29,3,5,2,10,39.3,1,0,0,0,0
WO-0002271,CAT-1049,SPLR_16,STORAGE_NODE,Adam,B,2025-01-29,4,7,4,15,36.6,1,0,0,0,0
WO-0002272,CAT-1034,SPLR_02,STORAGE_NODE,Carmen,B,2025-01-29,5,7,2,14,33.42857142857143,1,0,0,0,0
WO-0002273,CAT-1100,SPLR_07,RACK2U,Kyle,A,2025-01-29,3,8,1,12,29.916666666666668,0,0,1,1,1
WO-0002274,CAT-1038,SPLR_03,STORAGE_NODE,Tracy,B,2025-01-29,8,3,6,17,39.76470588235294,1,0,0,0,0
WO-0002275,CAT-1031,SPLR_13,RACK2U,Gabriel,C,2025-01-29,3,4,4,11,34.81818181818182,1,0,0,0,0
WO-0002276,CAT-1081,SPLR_15,EMBEDDED_A,Mark,A,2025-01-29,3,5,2,10,33.3,0,0,1,1,0
WO-0002277,CAT-1010,SPLR_12,U25,John,B,2025-01-29,4,6,6,16,30.3125,0,0,1,1,0
WO-0002278,CAT-1085,SPLR_14,NUC,Anna,C,2025-01-29,4,5,1,10,27.7,0,0,1,1,0
WO-0002279,CAT-1107,SPLR_17,RACK2U,Erica,A,2025-01-29,7,9,0,16,33.0,0,0,1,1,0
WO-0002280,CAT-1082,SPLR_16,RACK2U,Kimberly,C,2025-01-29,4,9,2,15,34.13333333333333,0,0,1,1,0
WO-0002281,CAT-1111,SPLR_14,EDGE_AI,Timothy,C,2025-01-29,3,7,2,12,35.25,1,0,0,0,0
WO-0002282,CAT-1079,SPLR_12,STORAGE_NODE,Felicia,B,2025-01-29,3,8,0,11,29.727272727272727,0,0,1,1,1
WO-0002283,CAT-1102,SPLR_17,RACK1U,Donald,C,2025-01-29,6,4,0,10,43.2,0,0,1,1,1
WO-0002284,CAT-1062,SPLR_07,NUC,Steven,B,2025-01-29,2,7,1,10,27.9,0,0,1,1,0
WO-0002285,CAT-1016,SPLR_05,EMBEDDED_B,Michelle,B,2025-01-29,4,2,3,9,33.55555555555556,1,0,0,0,0
WO-0002286,CAT-1004,SPLR_06,STORAGE_NODE,Taylor,B,2025-01-29,4,3,0,7,35.0,0,0,1,1,1
WO-0002287,CAT-1003,SPLR_13,RACK2U,Gerald,C,2025-01-29,10,3,2,15,39.6,0,0,1,1,0
WO-0002288,CAT-1048,SPLR_11,EDGE_AI,Donna,B,2025-01-29,2,12,1,15,30.666666666666668,0,0,1,1,0
WO-0002289,CAT-1115,SPLR_13,NUC,Kelsey,A,2025-01-29,1,4,2,7,27.285714285714285,0,0,1,1,0
WO-0002290,CAT-1070,SPLR_14,U25,Jonathan,A,2025-01-29,3,9,3,15,38.53333333333333,0,0,1,1,0
WO-0002291,CAT-1085,SPLR_12,EMBEDDED_B,Heather,A,2025-01-29,3,8,1,12,39.0,0,0,1,1,1
WO-0002292,CAT-1033,SPLR_08,STORAGE_NODE,Brandon,B,2025-01-29,2,4,2,8,29.125,0,0,1,1,0
WO-0002293,CAT-1029,SPLR_08,STORAGE_NODE,Derrick,C,2025-01-29,1,9,1,11,31.181818181818183,0,0,1,1,0
WO-0002294,CAT-1103,SPLR_11,EMBEDDED_A,Michael,B,2025-01-29,5,6,3,14,32.42857142857143,1,0,0,0,0
WO-0002295,CAT-1043,SPLR_06,RACK2U,Jay,C,2025-01-29,1,5,2,8,28.5,0,0,1,1,0
WO-0002296,CAT-1093,SPLR_09,RACK2U,Chad,C,2025-01-29,1,9,3,13,30.846153846153847,0,0,1,1,0
WO-0002297,CAT-1010,SPLR_04,NUC,Taylor,C,2025-01-29,1,7,1,9,28.22222222222222,0,0,1,1,1
WO-0002298,CAT-1106,SPLR_16,RACK2U,Jose,B,2025-01-29,2,6,3,11,35.63636363636363,0,0,1,1,0
WO-0002299,CAT-1025,SPLR_17,RACK1U,Gerald,B,2025-01-29,4,4,6,14,40.0,0,0,1,1,0
WO-0002300,CAT-1108,SPLR_14,RACK2U,Michelle,B,2025-01-29,3,6,3,12,27.75,0,0,1,1,1
WO-0002301,CAT-1109,SPLR_17,NUC,Gregory,B,2025-01-29,5,9,4,18,33.72222222222222,0,0,1,1,0
WO-0002302,CAT-1047,SPLR_13,RACK1U,Kelsey,B,2025-01-29,3,3,3,9,38.55555555555556,0,0,1,1,0
WO-0002303,CAT-1105,SPLR_05,U25,Allison,B,2025-01-29,4,4,2,10,35.4,0,0,1,1,0
WO-0002304,CAT-1052,SPLR_04,STORAGE_NODE,Katherine,A,2025-01-29,2,8,0,10,29.2,0,0,1,1,0
WO-0002305,CAT-1015,SPLR_03,RACK1U,Alexis,A,2025-01-29,1,1,2,4,27.75,0,0,1,1,1
WO-0002306,CAT-1023,SPLR_05,EMBEDDED_A,Carolyn,C,2025-01-29,2,7,4,13,31.153846153846153,1,0,0,0,0
WO-0002307,CAT-1053,SPLR_09,EDGE_AI,Jay,A,2025-01-29,4,4,3,11,37.63636363636363,0,0,1,1,0
WO-0002308,CAT-1062,SPLR_17,STORAGE_NODE,Carmen,B,2025-01-29,5,5,2,12,42.666666666666664,0,0,1,1,0
WO-0002309,CAT-1025,SPLR_02,EMBEDDED_B,Kelsey,A,2025-01-29,1,7,2,10,29.2,0,0,1,1,0
WO-0002310,CAT-1064,SPLR_17,EDGE_AI,Linda,B,2025-01-29,5,12,3,20,33.75,0,0,1,1,0
WO-0002311,CAT-1020,SPLR_02,U25,Steven,A,2025-01-29,4,7,3,14,29.928571428571427,0,0,1,1,0
WO-0002312,CAT-1012,SPLR_17,RACK1U,Brandon,C,2025-01-29,2,4,0,6,32.166666666666664,1,0,0,0,0
WO-0002313,CAT-1005,SPLR_02,EDGE_AI,Aaron,B,2025-01-29,4,6,5,15,34.4,1,0,0,0,0
WO-0002314,CAT-1027,SPLR_04,STORAGE_NODE,Jonathan,B,2025-01-29,1,11,1,13,29.307692307692307,0,0,1,1,0
WO-0002315,CAT-1021,SPLR_13,U25,Michael,A,2025-01-29,3,11,2,16,33.625,0,0,1,1,0
WO-0002316,CAT-1091,SPLR_15,RACK1U,Heather,B,2025-01-29,1,7,4,12,29.583333333333332,0,0,1,1,0
WO-0002317,CAT-1072,SPLR_06,EMBEDDED_B,Kyle,C,2025-01-29,4,7,4,15,31.666666666666668,0,0,1,1,0
WO-0002318,CAT-1019,SPLR_03,EMBEDDED_B,Jonathan,B,2025-01-29,1,8,4,13,30.923076923076923,0,0,1,1,0
WO-0002319,CAT-1112,SPLR_07,U25,Gilbert,B,2025-01-29,2,3,1,6,29.833333333333332,0,0,1,1,0
WO-0002320,CAT-1044,SPLR_11,RACK2U,Philip,A,2025-01-30,3,11,3,17,31.294117647058822,0,0,1,1,0
WO-0002321,CAT-1085,SPLR_17,NUC,Kelsey,A,2025-01-30,7,8,1,16,31.125,0,0,1,1,0
WO-0002322,CAT-1093,SPLR_11,EMBEDDED_B,Gabriel,B,2025-01-30,4,3,1,8,42.375,0,0,1,1,0
WO-0002323,CAT-1052,SPLR_16,NUC,Rachel,C,2025-01-30,2,3,1,6,29.833333333333332,0,0,1,1,0
WO-0002324,CAT-1096,SPLR_08,RACK1U,Donna,A,2025-01-30,3,6,7,16,39.375,0,0,1,1,1
WO-0002325,CAT-1066,SPLR_14,RACK1U,Jody,A,2025-01-30,3,8,1,12,28.0,0,0,1,1,1
WO-0002326,CAT-1035,SPLR_06,RACK1U,Anna,B,2025-01-30,1,8,1,10,33.3,0,0,1,1,0
WO-0002327,CAT-1040,SPLR_11,STORAGE_NODE,Kyle,A,2025-01-30,3,5,1,9,29.11111111111111,0,0,1,1,0
WO-0002328,CAT-1016,SPLR_02,EDGE_AI,Erik,B,2025-01-30,3,4,4,11,31.545454545454547,0,0,1,1,0
