work_order_id,ts,level,message
WO-0002133,2025-01-27T09:53:42,INFO,device id 296a13 detected
WO-0002134,2025-01-27T08:22:52,INFO,invoking task run_memtest
WO-0002134,2025-01-27T08:28:11,INFO,invoking task stage_image
WO-0002134,2025-01-27T08:28:24,INFO,checksum 0bdc0cc2 verified
WO-0002134,2025-01-27T08:31:03,INFO,step completed: flash duration=78s
WO-0002134,2025-01-27T08:39:08,INFO,device id 953f3a detected
WO-0002134,2025-01-27T08:39:36,INFO,step completed: qc duration=21s
WO-0002134,2025-01-27T08:46:38,INFO,device id 043aea detected
WO-0002134,2025-01-27T08:56:50,INFO,step completed: flash duration=20s
WO-0002135,2025-01-27T11:06:27,INFO,checksum 76d28b80 verified
WO-0002135,2025-01-27T11:07:14,INFO,step completed: provision duration=10s
WO-0002135,2025-01-27T11:09:20,INFO,invoking task collect_telemetry
WO-0002135,2025-01-27T11:12:12,INFO,checksum 9e37e7dd verified
WO-0002135,2025-01-27T11:12:35,INFO,device id a13c90 detected
WO-0002135,2025-01-27T11:14:14,WARN,checksum 4e1c5757 verified
WO-0002135,2025-01-27T11:21:27,INFO,device id fb028b detected
WO-0002135,2025-01-27T11:25:46,INFO,invoking task stage_image
WO-0002135,2025-01-27T11:27:45,INFO,checksum e3c8d1ba verified
WO-0002135,2025-01-27T11:48:51,WARN,checksum b4387d00 verified
WO-0002135,2025-01-27T11:50:57,WARN,checksum 396976c3 verified
WO-0002136,2025-01-27T10:02:56,ERROR,device id 71f1ce detected
WO-0002136,2025-01-27T10:12:16,INFO,invoking task collect_telemetry
WO-0002136,2025-01-27T10:25:11,INFO,invoking task stage_image
WO-0002136,2025-01-27T10:29:13,INFO,invoking task collect_telemetry
WO-0002136,2025-01-27T10:41:44,ERROR,checksum cea6cd01 verified
WO-0002136,2025-01-27T10:42:09,INFO,checksum 25c16a4b verified
WO-0002136,2025-01-27T10:44:41,INFO,step completed: qc duration=107s
WO-0002136,2025-01-27T10:45:20,WARN,checksum 54505b54 verified
WO-0002136,2025-01-27T10:47:02,WARN,checksum 738653a8 verified
WO-0002136,2025-01-27T10:58:03,ERROR,checksum 2aacb1ed verified
WO-0002137,2025-01-27T10:03:17,INFO,invoking task install_driver
WO-0002137,2025-01-27T10:03:30,INFO,checksum 8a3f5dd6 verified
WO-0002137,2025-01-27T10:05:05,WARN,checksum 2b7fe96d verified
WO-0002137,2025-01-27T10:07:48,INFO,checksum 80513ee3 verified
WO-0002137,2025-01-27T10:10:06,WARN,Attestation failed: EK cert chain not trusted
WO-0002137,2025-01-27T10:10:37,INFO,step completed: audit duration=52s
WO-0002137,2025-01-27T10:34:41,INFO,invoking task run_memtest
WO-0002137,2025-01-27T10:39:04,ERROR,"TPM quote invalid; PCR mismatch on indices [0,7]"
WO-0002137,2025-01-27T10:46:58,ERROR,SAS link drop: phy4 reset; negotiated 0 Gbps
WO-0002137,2025-01-27T10:53:16,ERROR,PXE-E51: No DHCP or proxyDHCP offers on p1p1
WO-0002138,2025-01-27T13:05:24,INFO,device id c5534b detected
WO-0002138,2025-01-27T13:07:43,WARN,checksum 23a35abc verified
WO-0002138,2025-01-27T13:09:46,WARN,UEFI verification failed: signature invalid
WO-0002138,2025-01-27T13:13:41,ERROR,device id 96a0c0 detected
WO-0002138,2025-01-27T13:15:16,INFO,invoking task stage_image
WO-0002138,2025-01-27T13:17:43,WARN,UEFI verification failed: signature invalid
WO-0002138,2025-01-27T13:25:48,ERROR,iPXE timeout on p1p1; no lease acquired
WO-0002138,2025-01-27T13:29:19,ERROR,UEFI verification failed: signature invalid
WO-0002138,2025-01-27T13:30:35,ERROR,SAS link drop: phy2 reset; negotiated 0 Gbps
WO-0002138,2025-01-27T13:34:40,INFO,checksum 80bfeed9 verified
WO-0002138,2025-01-27T13:36:40,ERROR,SAS link drop: phy1 reset; negotiated 0 Gbps
WO-0002138,2025-01-27T13:38:19,INFO,checksum 9e80e711 verified
WO-0002138,2025-01-27T13:39:59,WARN,step completed: audit duration=93s
WO-0002138,2025-01-27T13:45:07,ERROR,iPXE timeout on p1p1; no lease acquired
WO-0002138,2025-01-27T13:56:44,INFO,device id f91d6b detected
WO-0002138,2025-01-27T13:59:49,WARN,invoking task stage_image
WO-0002139,2025-01-27T13:05:55,INFO,checksum fa703624 verified
WO-0002139,2025-01-27T13:06:52,ERROR,invoking task install_driver
WO-0002139,2025-01-27T13:11:46,ERROR,checksum b3f410b8 verified
WO-0002139,2025-01-27T13:21:59,INFO,device id c89421 detected
WO-0002139,2025-01-27T13:25:23,ERROR,device id 9e0982 detected
WO-0002139,2025-01-27T13:30:04,INFO,invoking task stage_image
WO-0002139,2025-01-27T13:31:58,INFO,invoking task run_memtest
WO-0002139,2025-01-27T13:37:46,INFO,checksum d85f160e verified
WO-0002139,2025-01-27T13:38:24,INFO,step completed: provision duration=96s
WO-0002139,2025-01-27T13:43:26,INFO,device id a0e4ab detected
WO-0002139,2025-01-27T13:56:39,INFO,step completed: provision duration=29s
WO-0002140,2025-01-27T17:00:35,WARN,device id acc06b detected
WO-0002140,2025-01-27T17:05:37,INFO,checksum 5dbb4611 verified
WO-0002140,2025-01-27T17:10:42,ERROR,PXE-E51: No DHCP or proxyDHCP offers on p1p2
WO-0002140,2025-01-27T17:23:16,INFO,step completed: qc duration=31s
WO-0002140,2025-01-27T17:24:32,INFO,step completed: provision duration=14s
WO-0002140,2025-01-27T17:26:07,INFO,invoking task collect_telemetry
WO-0002140,2025-01-27T17:26:36,WARN,invoking task collect_telemetry
WO-0002140,2025-01-27T17:38:24,WARN,step completed: qc duration=69s
WO-0002140,2025-01-27T17:44:00,ERROR,memtest intermittent failure: pattern=0xAA55; addr=0x516b851fd0ab
WO-0002140,2025-01-27T17:47:12,INFO,step completed: flash duration=78s
WO-0002140,2025-01-27T17:50:59,WARN,step completed: flash duration=8s
WO-0002140,2025-01-27T17:51:18,INFO,invoking task collect_telemetry
WO-0002141,2025-01-27T17:01:10,ERROR,UEFI verification failed: signature invalid
WO-0002141,2025-01-27T17:05:18,ERROR,HBA reported link loss on expander port 4
WO-0002141,2025-01-27T17:06:17,ERROR,Secure Boot policy blocked unsigned bootloader 0bcb4fe9af36
WO-0002141,2025-01-27T17:06:37,WARN,SAS link drop: phy6 reset; negotiated 0 Gbps
WO-0002141,2025-01-27T17:09:04,INFO,checksum 105ff1bf verified
WO-0002141,2025-01-27T17:11:48,INFO,invoking task install_driver
WO-0002141,2025-01-27T17:21:08,WARN,invoking task collect_telemetry
WO-0002141,2025-01-27T17:22:36,INFO,device id e75318 detected
WO-0002141,2025-01-27T17:25:10,INFO,step completed: provision duration=60s
WO-0002141,2025-01-27T17:30:36,INFO,invoking task install_driver
WO-0002141,2025-01-27T17:31:59,INFO,device id 55d954 detected
WO-0002141,2025-01-27T17:40:08,ERROR,device id 7762a6 detected
WO-0002141,2025-01-27T17:44:39,ERROR,step completed: audit duration=65s
WO-0002141,2025-01-27T17:57:51,WARN,device id eba262 detected
WO-0002142,2025-01-27T11:00:39,INFO,step completed: provision duration=11s
WO-0002142,2025-01-27T11:06:05,INFO,device id cb7c17 detected
WO-0002142,2025-01-27T11:13:06,INFO,checksum 9762bd23 verified
WO-0002142,2025-01-27T11:17:06,INFO,invoking task run_memtest
WO-0002142,2025-01-27T11:25:16,INFO,step completed: qc duration=99s
WO-0002142,2025-01-27T11:25:48,WARN,device id e60600 detected
WO-0002142,2025-01-27T11:35:29,INFO,device id fa2cbc detected
WO-0002143,2025-01-27T15:00:19,INFO,invoking task stage_image
WO-0002143,2025-01-27T15:10:34,INFO,checksum 9c49eff2 verified
WO-0002143,2025-01-27T15:20:56,INFO,device id d40392 detected
WO-0002143,2025-01-27T15:25:39,INFO,invoking task run_memtest
WO-0002143,2025-01-27T15:27:28,INFO,checksum 2d0b67fd verified
WO-0002143,2025-01-27T15:32:11,INFO,device id 51fd5d detected
WO-0002143,2025-01-27T15:34:58,INFO,device id e9112a detected
WO-0002143,2025-01-27T15:48:01,INFO,device id 06d7fd detected
WO-0002144,2025-01-27T08:01:30,ERROR,UEFI verification failed: signature invalid
WO-0002144,2025-01-27T08:09:26,ERROR,redfish client timeout contacting BMC at 10.176.159.21; session=a1e3a4f50108
WO-0002144,2025-01-27T08:12:23,ERROR,UEFI verification failed: signature invalid
WO-0002144,2025-01-27T08:18:34,ERROR,Secure Boot policy blocked unsigned bootloader 60ffb7983ed3
WO-0002144,2025-01-27T08:38:46,ERROR,device id 61c73b detected
WO-0002144,2025-01-27T08:39:47,ERROR,step completed: provision duration=79s
WO-0002144,2025-01-27T08:46:07,ERROR,IPMI fallback triggered; redfish unresponsive from 10.241.222.173
WO-0002144,2025-01-27T08:46:22,WARN,memtest intermittent failure: pattern=0xAA55; addr=0x438de0d35a8f
WO-0002144,2025-01-27T08:47:13,WARN,checksum b3fe7e03 verified
WO-0002144,2025-01-27T08:51:16,INFO,device id ab3b62 detected
WO-0002144,2025-01-27T08:51:59,WARN,device id fdd449 detected
WO-0002144,2025-01-27T08:54:29,INFO,invoking task stage_image
WO-0002144,2025-01-27T08:54:33,ERROR,redfish client timeout contacting BMC at 10.211.234.6; session=f88faa97b226
WO-0002144,2025-01-27T08:58:49,ERROR,DIMM error corrected>threshold; slot 7
WO-0002145,2025-01-27T12:00:46,ERROR,step completed: flash duration=112s
WO-0002145,2025-01-27T12:02:15,INFO,step completed: audit duration=24s
WO-0002145,2025-01-27T12:08:36,ERROR,PXE-E51: No DHCP or proxyDHCP offers on p1p1
WO-0002145,2025-01-27T12:10:52,INFO,checksum c512d709 verified
WO-0002145,2025-01-27T12:15:03,INFO,device id d0b115 detected
WO-0002145,2025-01-27T12:17:27,WARN,device id 6d5448 detected
WO-0002145,2025-01-27T12:20:03,ERROR,iPXE timeout on p1p1; no lease acquired
WO-0002145,2025-01-27T12:20:59,ERROR,checksum 6df44b2c verified
WO-0002145,2025-01-27T12:27:02,INFO,checksum c68655cc verified
WO-0002145,2025-01-27T12:45:02,WARN,Attestation failed: EK cert chain not trusted
WO-0002145,2025-01-27T12:45:07,ERROR,Attestation failed: EK cert chain not trusted
WO-0002145,2025-01-27T12:45:17,ERROR,Attestation failed: EK cert chain not trusted
WO-0002145,2025-01-27T12:48:41,ERROR,PXE boot failed: DHCP pool exhausted on VLAN 2980
WO-0002145,2025-01-27T12:52:45,ERROR,device id eb435b detected
WO-0002145,2025-01-27T12:53:58,INFO,checksum 3ee2de63 verified
WO-0002145,2025-01-27T12:54:28,WARN,checksum 5d5dc522 verified
WO-0002146,2025-01-27T10:23:47,ERROR,iPXE timeout on p1p2; no lease acquired
WO-0002146,2025-01-27T10:25:30,INFO,device id 25ce9f detected
WO-0002146,2025-01-27T10:30:51,INFO,step completed: qc duration=30s
WO-0002146,2025-01-27T10:33:32,WARN,invoking task collect_telemetry
WO-0002146,2025-01-27T10:33:37,INFO,invoking task install_driver
WO-0002146,2025-01-27T10:36:28,WARN,checksum 59842c7a verified
WO-0002146,2025-01-27T10:47:21,INFO,step completed: provision duration=61s
WO-0002146,2025-01-27T10:53:19,INFO,device id 5dded9 detected
WO-0002147,2025-01-27T08:00:47,WARN,invoking task install_driver
WO-0002147,2025-01-27T08:08:14,WARN,checksum e218f313 verified
WO-0002147,2025-01-27T08:09:54,INFO,device id 08cb11 detected
WO-0002147,2025-01-27T08:10:23,WARN,step completed: flash duration=35s
WO-0002147,2025-01-27T08:16:49,WARN,USB bus stall: device bb78fbbc5616 on port 4 failed to enumerate
WO-0002147,2025-01-27T08:21:08,INFO,device id 219cf3 detected
WO-0002147,2025-01-27T08:22:27,INFO,device id 0316dc detected
WO-0002147,2025-01-27T08:23:20,WARN,checksum 14623efc verified
WO-0002147,2025-01-27T08:24:04,INFO,checksum 21ba51c2 verified
WO-0002147,2025-01-27T08:29:30,WARN,step completed: provision duration=105s
WO-0002147,2025-01-27T08:42:38,INFO,step completed: provision duration=115s
WO-0002147,2025-01-27T08:43:21,INFO,invoking task collect_telemetry
WO-0002147,2025-01-27T08:46:08,WARN,invoking task run_memtest
WO-0002147,2025-01-27T08:46:50,INFO,device id d72e4f detected
WO-0002147,2025-01-27T08:56:41,INFO,device id a89ab6 detected
WO-0002147,2025-01-27T08:58:48,ERROR,Hub reset required; descriptor read timeout on port 4
WO-0002148,2025-01-27T12:00:59,WARN,checksum 0331eea2 verified
WO-0002148,2025-01-27T12:02:01,ERROR,IPMI fallback triggered; redfish unresponsive from 172.24.193.73
WO-0002148,2025-01-27T12:07:14,ERROR,checksum 398b67f5 verified
WO-0002148,2025-01-27T12:14:27,WARN,checksum 3cfc8d24 verified
WO-0002148,2025-01-27T12:20:45,ERROR,redfish client timeout contacting BMC at 192.168.157.168; session=7c241107565c
WO-0002148,2025-01-27T12:23:55,INFO,invoking task install_driver
WO-0002148,2025-01-27T12:27:11,INFO,checksum 58c0349c verified
WO-0002148,2025-01-27T12:27:14,INFO,invoking task install_driver
WO-0002148,2025-01-27T12:35:57,INFO,device id 0df54b detected
WO-0002148,2025-01-27T12:42:25,INFO,step completed: provision duration=24s
WO-0002148,2025-01-27T12:47:43,INFO,invoking task run_memtest
WO-0002148,2025-01-27T12:54:38,WARN,invoking task collect_telemetry
WO-0002148,2025-01-27T12:54:45,INFO,device id ce3eb1 detected
WO-0002148,2025-01-27T12:56:49,ERROR,PXE boot failed: DHCP pool exhausted on VLAN 2741
WO-0002148,2025-01-27T12:58:25,ERROR,PXE boot failed: DHCP pool exhausted on VLAN 2224
WO-0002148,2025-01-27T12:58:38,INFO,invoking task collect_telemetry
WO-0002149,2025-01-27T10:05:19,WARN,step completed: qc duration=6s
WO-0002149,2025-01-27T10:07:38,WARN,AER reported fatal error on GPU function; retraining required
WO-0002149,2025-01-27T10:08:30,INFO,invoking task run_memtest
WO-0002149,2025-01-27T10:18:06,INFO,checksum c9e44300 verified
WO-0002149,2025-01-27T10:19:38,ERROR,memtest intermittent failure: pattern=0xAA55; addr=0x47fcfc3c8688
WO-0002149,2025-01-27T10:23:11,INFO,checksum ea4657eb verified
WO-0002149,2025-01-27T10:23:15,ERROR,memtest intermittent failure: pattern=0xAA55; addr=0x03f1cabacdaf
WO-0002149,2025-01-27T10:24:37,INFO,device id 5ab63e detected
WO-0002149,2025-01-27T10:26:00,WARN,AER reported fatal error on GPU function; retraining required
WO-0002149,2025-01-27T10:29:32,ERROR,invoking task run_memtest
WO-0002149,2025-01-27T10:34:48,INFO,device id 423409 detected
WO-0002149,2025-01-27T10:39:08,WARN,AER reported fatal error on GPU function; retraining required
WO-0002149,2025-01-27T10:48:54,ERROR,DIMM error corrected>threshold; slot 10
WO-0002149,2025-01-27T10:48:58,INFO,checksum 3c1174ef verified
WO-0002149,2025-01-27T10:50:13,INFO,invoking task stage_image
WO-0002149,2025-01-27T10:51:20,INFO,device id d4c8f3 detected
WO-0002149,2025-01-27T10:55:42,WARN,checksum 99b59b16 verified
WO-0002149,2025-01-27T10:56:06,ERROR,step completed: provision duration=47s
WO-0002150,2025-01-27T09:00:04,INFO,device id 1e4b3d detected
WO-0002150,2025-01-27T09:16:57,INFO,step completed: flash duration=114s
WO-0002150,2025-01-27T09:27:30,INFO,device id 756129 detected
WO-0002150,2025-01-27T09:29:13,INFO,checksum 0a8e0038 verified
WO-0002150,2025-01-27T09:33:25,ERROR,device id 657cb2 detected
WO-0002150,2025-01-27T09:34:50,INFO,invoking task stage_image
WO-0002150,2025-01-27T09:36:39,INFO,step completed: flash duration=10s
WO-0002150,2025-01-27T09:37:19,WARN,checksum c199e673 verified
WO-0002150,2025-01-27T09:39:35,ERROR,invoking task install_driver
WO-0002150,2025-01-27T09:49:31,INFO,checksum fda25a14 verified
WO-0002150,2025-01-27T09:53:08,ERROR,invoking task collect_telemetry
WO-0002151,2025-01-27T12:06:40,WARN,PXE boot failed: DHCP pool exhausted on VLAN 452
WO-0002151,2025-01-27T12:13:06,INFO,step completed: qc duration=11s
WO-0002151,2025-01-27T12:14:10,INFO,device id 8672fd detected
WO-0002151,2025-01-27T12:26:11,WARN,device id 712283 detected
WO-0002151,2025-01-27T12:42:47,ERROR,invoking task install_driver
WO-0002151,2025-01-27T12:43:01,ERROR,catalog policy violation: image v2.8.1 vs device v1.3.8
WO-0002151,2025-01-27T12:49:59,INFO,device id ef41eb detected
WO-0002151,2025-01-27T12:50:36,INFO,device id 0dcc98 detected
WO-0002152,2025-01-27T09:04:47,INFO,checksum 0f4ae4b9 verified
WO-0002152,2025-01-27T09:05:30,INFO,device id cb1f55 detected
WO-0002152,2025-01-27T09:22:03,INFO,step completed: provision duration=53s
WO-0002152,2025-01-27T09:26:05,INFO,checksum 15a8954b verified
WO-0002152,2025-01-27T09:27:29,INFO,invoking task stage_image
WO-0002152,2025-01-27T09:31:28,INFO,device id 6c7724 detected
WO-0002152,2025-01-27T09:38:01,INFO,step completed: qc duration=12s
WO-0002152,2025-01-27T09:44:54,ERROR,device id 662897 detected
WO-0002152,2025-01-27T09:57:16,INFO,invoking task collect_telemetry
WO-0002152,2025-01-27T09:57:19,INFO,step completed: audit duration=36s
WO-0002153,2025-01-27T16:13:00,INFO,step completed: flash duration=47s
WO-0002153,2025-01-27T16:18:06,INFO,checksum 7dae330b verified
WO-0002153,2025-01-27T16:18:06,INFO,step completed: audit duration=97s
WO-0002153,2025-01-27T16:23:37,INFO,checksum 0faa36fc verified
WO-0002153,2025-01-27T16:23:43,INFO,checksum b54cf880 verified
WO-0002153,2025-01-27T16:26:01,INFO,step completed: audit duration=65s
WO-0002153,2025-01-27T16:26:13,INFO,checksum 6f481d4e verified
WO-0002153,2025-01-27T16:28:01,WARN,device id b82185 detected
WO-0002153,2025-01-27T16:29:07,ERROR,device id 0f61ba detected
WO-0002153,2025-01-27T16:38:42,ERROR,checksum 887a56c9 verified
WO-0002153,2025-01-27T16:43:32,INFO,invoking task run_memtest
WO-0002153,2025-01-27T16:49:32,WARN,PXE boot failed: DHCP pool exhausted on VLAN 966
WO-0002153,2025-01-27T16:57:06,ERROR,iPXE timeout on eno2; no lease acquired
WO-0002153,2025-01-27T16:57:27,ERROR,checksum c0e7a897 verified
WO-0002154,2025-01-27T17:01:35,INFO,invoking task install_driver
WO-0002154,2025-01-27T17:03:21,INFO,step completed: flash duration=55s
WO-0002154,2025-01-27T17:03:28,ERROR,step completed: audit duration=61s
WO-0002154,2025-01-27T17:06:14,WARN,step completed: provision duration=16s
WO-0002154,2025-01-27T17:18:10,WARN,HBA reported link loss on expander port 1
WO-0002154,2025-01-27T17:25:47,WARN,HBA reported link loss on expander port 1
WO-0002154,2025-01-27T17:35:04,ERROR,HBA reported link loss on expander port 6
WO-0002154,2025-01-27T17:35:20,INFO,checksum 3c33f27f verified
WO-0002154,2025-01-27T17:38:28,INFO,step completed: flash duration=15s
WO-0002154,2025-01-27T17:42:13,INFO,device id 2d5508 detected
WO-0002154,2025-01-27T17:55:45,INFO,checksum 2f8e6ced verified
WO-0002154,2025-01-27T17:59:24,INFO,device id b71b9b detected
WO-0002155,2025-01-27T17:02:11,INFO,checksum 3691362b verified
WO-0002155,2025-01-27T17:02:31,INFO,device id 7bc0de detected
WO-0002155,2025-01-27T17:07:39,INFO,step completed: flash duration=86s
WO-0002155,2025-01-27T17:17:34,INFO,device id dc7f7a detected
WO-0002155,2025-01-27T17:20:06,INFO,step completed: flash duration=52s
WO-0002155,2025-01-27T17:20:45,INFO,checksum 3ba3f301 verified
WO-0002155,2025-01-27T17:23:43,ERROR,checksum 71b485c8 verified
WO-0002155,2025-01-27T17:24:48,INFO,step completed: provision duration=111s
WO-0002155,2025-01-27T17:33:45,INFO,checksum 46d8dcfe verified
WO-0002155,2025-01-27T17:44:10,INFO,invoking task collect_telemetry
WO-0002155,2025-01-27T17:50:26,INFO,step completed: provision duration=58s
WO-0002155,2025-01-27T17:52:54,INFO,device id 5bb54f detected
WO-0002155,2025-01-27T17:55:24,WARN,checksum ab47df82 verified
WO-0002155,2025-01-27T17:56:05,INFO,step completed: audit duration=6s
WO-0002155,2025-01-27T17:56:47,INFO,step completed: flash duration=82s
WO-0002156,2025-01-27T06:00:04,INFO,invoking task collect_telemetry
WO-0002156,2025-01-27T06:23:10,WARN,device id 3147e4 detected
WO-0002156,2025-01-27T06:23:50,INFO,device id edea31 detected
WO-0002156,2025-01-27T06:24:20,ERROR,invoking task collect_telemetry
WO-0002156,2025-01-27T06:27:35,INFO,step completed: qc duration=13s
WO-0002156,2025-01-27T06:40:45,INFO,device id 59c8d8 detected
WO-0002156,2025-01-27T06:41:59,INFO,checksum 37ea26c0 verified
WO-0002156,2025-01-27T06:43:43,INFO,checksum c82530db verified
WO-0002156,2025-01-27T06:54:12,WARN,device id 1c7c3c detected
WO-0002157,2025-01-27T17:01:18,WARN,step completed: audit duration=103s
WO-0002157,2025-01-27T17:24:34,WARN,invoking task stage_image
WO-0002157,2025-01-27T17:26:51,INFO,invoking task stage_image
WO-0002157,2025-01-27T17:29:16,INFO,invoking task collect_telemetry
WO-0002157,2025-01-27T17:34:22,INFO,device id f80215 detected
WO-0002157,2025-01-27T17:39:03,WARN,memtest intermittent failure: pattern=0xAA55; addr=0xcf62e64625c3
WO-0002157,2025-01-27T17:43:16,INFO,step completed: audit duration=119s
WO-0002157,2025-01-27T17:43:32,WARN,DIMM error corrected>threshold; slot 2
WO-0002157,2025-01-27T17:49:39,INFO,step completed: flash duration=67s
WO-0002157,2025-01-27T17:53:38,INFO,checksum ee6feb12 verified
WO-0002158,2025-01-27T10:02:56,ERROR,device id 597cea detected
WO-0002158,2025-01-27T10:07:21,INFO,device id aa7478 detected
WO-0002158,2025-01-27T10:13:20,WARN,device id a30f05 detected
WO-0002158,2025-01-27T10:13:29,INFO,step completed: provision duration=87s
WO-0002158,2025-01-27T10:16:07,WARN,checksum cca557f6 verified
WO-0002158,2025-01-27T10:29:11,INFO,step completed: provision duration=19s
WO-0002158,2025-01-27T10:43:11,INFO,step completed: audit duration=90s
WO-0002158,2025-01-27T10:52:15,ERROR,invoking task stage_image
WO-0002159,2025-01-27T11:08:33,INFO,step completed: provision duration=116s
WO-0002159,2025-01-27T11:10:28,INFO,checksum 66d3ab9c verified
WO-0002159,2025-01-27T11:18:08,WARN,UEFI verification failed: signature invalid
WO-0002159,2025-01-27T11:20:08,WARN,step completed: qc duration=2s
WO-0002159,2025-01-27T11:20:51,WARN,checksum 838878e6 verified
WO-0002159,2025-01-27T11:23:18,WARN,invoking task run_memtest
WO-0002159,2025-01-27T11:30:29,INFO,invoking task collect_telemetry
WO-0002159,2025-01-27T11:31:23,ERROR,device id ce41b3 detected
WO-0002159,2025-01-27T11:31:57,ERROR,device id 6c6170 detected
WO-0002159,2025-01-27T11:35:21,WARN,device id 91a85f detected
WO-0002159,2025-01-27T11:38:50,ERROR,step completed: qc duration=70s
WO-0002159,2025-01-27T11:46:50,ERROR,Hub reset required; descriptor read timeout on port 3
WO-0002159,2025-01-27T11:50:28,INFO,checksum 1357e3f7 verified
WO-0002159,2025-01-27T11:57:07,WARN,checksum edc2a9ad verified
WO-0002159,2025-01-27T11:58:16,ERROR,checksum ec23a342 verified
WO-0002160,2025-01-28T09:08:34,WARN,checksum 06df9f5a verified
WO-0002160,2025-01-28T09:09:59,INFO,invoking task install_driver
WO-0002160,2025-01-28T09:33:46,WARN,device id 22e0f9 detected
WO-0002160,2025-01-28T09:37:49,INFO,checksum 36456b4d verified
WO-0002160,2025-01-28T09:51:21,INFO,invoking task run_memtest
WO-0002160,2025-01-28T09:52:04,INFO,device id 8513a1 detected
WO-0002160,2025-01-28T09:56:40,INFO,device id 6fff6c detected
WO-0002161,2025-01-28T10:22:26,INFO,invoking task install_driver
WO-0002161,2025-01-28T10:27:48,INFO,checksum d21cb78a verified
WO-0002161,2025-01-28T10:57:39,INFO,device id 1e9f35 detected
WO-0002162,2025-01-28T16:06:29,WARN,step completed: audit duration=97s
WO-0002162,2025-01-28T16:07:00,ERROR,step completed: audit duration=56s
WO-0002162,2025-01-28T16:12:56,INFO,invoking task collect_telemetry
WO-0002162,2025-01-28T16:23:22,WARN,Hub reset required; descriptor read timeout on port 4
WO-0002162,2025-01-28T16:25:14,INFO,checksum 70472898 verified
WO-0002162,2025-01-28T16:31:51,INFO,device id 1e2296 detected
WO-0002162,2025-01-28T16:50:02,WARN,PCIe training failed for GPU0: link width x4 speed 16GT/s
WO-0002162,2025-01-28T16:52:57,ERROR,step completed: audit duration=61s
WO-0002162,2025-01-28T16:53:00,INFO,checksum d1b2f715 verified
WO-0002162,2025-01-28T16:53:14,INFO,device id d858ff detected
WO-0002162,2025-01-28T16:55:56,INFO,invoking task install_driver
WO-0002162,2025-01-28T16:57:16,ERROR,invoking task stage_image
WO-0002163,2025-01-28T14:00:02,ERROR,step completed: audit duration=84s
WO-0002163,2025-01-28T14:10:42,ERROR,invoking task collect_telemetry
WO-0002163,2025-01-28T14:16:09,ERROR,device id 27af76 detected
WO-0002163,2025-01-28T14:21:38,INFO,device id a7d5d4 detected
WO-0002163,2025-01-28T14:23:32,ERROR,checksum 6242c0cb verified
WO-0002163,2025-01-28T14:26:14,ERROR,checksum e610722c verified
WO-0002163,2025-01-28T14:28:09,ERROR,step completed: flash duration=53s
WO-0002163,2025-01-28T14:32:32,INFO,invoking task collect_telemetry
WO-0002163,2025-01-28T14:47:39,INFO,device id 6d6887 detected
WO-0002163,2025-01-28T14:48:40,INFO,checksum ac0834de verified
WO-0002163,2025-01-28T14:52:53,INFO,invoking task stage_image
WO-0002164,2025-01-28T09:04:41,INFO,invoking task run_memtest
WO-0002164,2025-01-28T09:10:47,INFO,device id 2368a9 detected
WO-0002164,2025-01-28T09:10:50,INFO,invoking task stage_image
WO-0002164,2025-01-28T09:13:03,INFO,device id 60100a detected
WO-0002164,2025-01-28T09:16:04,INFO,step completed: audit duration=65s
WO-0002164,2025-01-28T09:21:27,INFO,device id 6727d9 detected
WO-0002164,2025-01-28T09:28:24,INFO,checksum 2dce9299 verified
WO-0002164,2025-01-28T09:50:01,INFO,device id d577d6 detected
WO-0002165,2025-01-28T17:16:46,ERROR,checksum 04a5c78a verified
WO-0002165,2025-01-28T17:17:58,INFO,invoking task install_driver
WO-0002165,2025-01-28T17:18:32,INFO,device id 602f54 detected
WO-0002165,2025-01-28T17:35:22,WARN,invoking task install_driver
WO-0002165,2025-01-28T17:48:37,INFO,checksum ba8c2862 verified
WO-0002165,2025-01-28T17:53:10,WARN,checksum 5d48e324 verified
WO-0002165,2025-01-28T17:54:11,INFO,device id c946ac detected
WO-0002165,2025-01-28T17:59:12,INFO,invoking task install_driver
WO-0002165,2025-01-28T17:59:54,INFO,device id 7d12c2 detected
WO-0002166,2025-01-28T09:02:48,WARN,device id ce63b4 detected
WO-0002166,2025-01-28T09:03:24,WARN,step completed: qc duration=113s
WO-0002166,2025-01-28T09:06:40,WARN,device id 258ef2 detected
WO-0002166,2025-01-28T09:12:22,WARN,device id f7fe29 detected
WO-0002166,2025-01-28T09:21:19,WARN,device id cd5d22 detected
WO-0002166,2025-01-28T09:22:50,ERROR,PCIe training failed for GPU0: link width x1 speed 16GT/s
WO-0002166,2025-01-28T09:23:04,WARN,device id 21ad14 detected
WO-0002166,2025-01-28T09:23:42,WARN,memtest intermittent failure: pattern=0xAA55; addr=0x5977a58bfb0c
WO-0002166,2025-01-28T09:26:51,INFO,step completed: qc duration=107s
WO-0002166,2025-01-28T09:34:25,INFO,device id d0ad67 detected
WO-0002166,2025-01-28T09:37:30,ERROR,Attestation failed: EK cert chain not trusted
WO-0002166,2025-01-28T09:37:52,ERROR,invoking task run_memtest
WO-0002166,2025-01-28T09:39:42,WARN,checksum f1ea25c1 verified
WO-0002166,2025-01-28T09:40:13,INFO,invoking task collect_telemetry
