work_order_id,catalog_id,supplier,device_type,technician,shift,build_date,failure_label
WO-0001971,CAT-1001,SPLR_17,RACK2U,Kelsey,B,2025-01-25,0
WO-0001972,CAT-1086,SPLR_06,EMBEDDED_B,Kyle,C,2025-01-25,1
WO-0001973,CAT-1057,SPLR_14,EDGE_AI,Rachel,C,2025-01-25,1
WO-0001974,CAT-1079,SPLR_14,RACK1U,Gary,B,2025-01-25,0
WO-0001975,CAT-1072,SPLR_14,NUC,Rebecca,C,2025-01-25,1
WO-0001976,CAT-1110,SPLR_12,RACK1U,Donald,B,2025-01-25,0
WO-0001977,CAT-1033,SPLR_14,U25,Shannon,A,2025-01-25,0
WO-0001978,CAT-1055,SPLR_07,EMBEDDED_A,Michael,A,2025-01-25,0
WO-0001979,CAT-1020,SPLR_16,NUC,Donna,C,2025-01-25,0
WO-0001980,CAT-1084,SPLR_13,U25,Jamie,B,2025-01-25,0
WO-0001981,CAT-1068,SPLR_12,NUC,Marissa,C,2025-01-25,0
WO-0001982,CAT-1105,SPLR_02,EMBEDDED_A,Dawn,B,2025-01-25,0
WO-0001983,CAT-1032,SPLR_10,EMBEDDED_A,Gerald,B,2025-01-25,0
WO-0001984,CAT-1115,SPLR_14,RACK2U,Brian,B,2025-01-25,0
WO-0001985,CAT-1086,SPLR_13,EDGE_AI,Kevin,B,2025-01-25,0
WO-0001986,CAT-1085,SPLR_03,STORAGE_NODE,Ashley,B,2025-01-25,0
WO-0001987,CAT-1075,SPLR_09,RACK1U,Tracy,B,2025-01-25,0
WO-0001988,CAT-1016,SPLR_16,RACK1U,James,A,2025-01-25,0
WO-0001989,CAT-1042,SPLR_11,RACK2U,Gilbert,A,2025-01-25,0
WO-0001990,CAT-1111,SPLR_10,EMBEDDED_A,Brian,B,2025-01-25,0
WO-0001991,CAT-1020,SPLR_11,EMBEDDED_B,Jose,A,2025-01-25,0
WO-0001992,CAT-1084,SPLR_17,U25,James,A,2025-01-25,1
WO-0001993,CAT-1067,SPLR_15,EDGE_AI,Heather,B,2025-01-25,1
WO-0001994,CAT-1000,SPLR_17,EMBEDDED_B,Katherine,A,2025-01-25,0
WO-0001995,CAT-1115,SPLR_14,STORAGE_NODE,Sarah,B,2025-01-25,0
WO-0001996,CAT-1023,SPLR_02,EMBEDDED_A,Andrew,A,2025-01-25,0
WO-0001997,CAT-1000,SPLR_03,NUC,Kyle,C,2025-01-25,0
WO-0001998,CAT-1030,SPLR_14,EMBEDDED_A,John,B,2025-01-25,0
WO-0001999,CAT-1100,SPLR_08,STORAGE_NODE,Amy,B,2025-01-25,1
WO-0002000,CAT-1047,SPLR_16,EMBEDDED_B,Vicki,B,2025-01-26,0
WO-0002001,CAT-1071,SPLR_16,EMBEDDED_B,Kimberly,C,2025-01-26,0
WO-0002002,CAT-1014,SPLR_01,NUC,Kelsey,A,2025-01-26,0
WO-0002003,CAT-1063,SPLR_17,EMBEDDED_A,Jay,B,2025-01-26,0
WO-0002004,CAT-1089,SPLR_17,U25,Daniel,A,2025-01-26,0
WO-0002005,CAT-1045,SPLR_01,NUC,Gerald,C,2025-01-26,0
WO-0002006,CAT-1060,SPLR_07,STORAGE_NODE,Philip,A,2025-01-26,0
WO-0002007,CAT-1057,SPLR_10,RACK1U,Erik,A,2025-01-26,0
WO-0002008,CAT-1079,SPLR_16,EMBEDDED_A,Rachel,A,2025-01-26,0
WO-0002009,CAT-1000,SPLR_05,RACK2U,Edward,A,2025-01-26,0
WO-0002010,CAT-1060,SPLR_03,EMBEDDED_B,Rachel,C,2025-01-26,0
WO-0002011,CAT-1088,SPLR_16,NUC,Heather,A,2025-01-26,0
WO-0002012,CAT-1048,SPLR_05,NUC,Donald,C,2025-01-26,0
WO-0002013,CAT-1115,SPLR_08,RACK1U,Jody,B,2025-01-26,0
WO-0002014,CAT-1058,SPLR_17,RACK1U,Jody,A,2025-01-26,0
WO-0002015,CAT-1026,SPLR_08,NUC,Edward,A,2025-01-26,0
WO-0002016,CAT-1037,SPLR_03,EDGE_AI,Michelle,A,2025-01-26,0
WO-0002017,CAT-1070,SPLR_04,EDGE_AI,Jonathan,A,2025-01-26,0
WO-0002018,CAT-1017,SPLR_08,NUC,Edward,B,2025-01-26,0
WO-0002019,CAT-1097,SPLR_17,RACK1U,Erin,B,2025-01-26,0
WO-0002020,CAT-1011,SPLR_05,EMBEDDED_B,Joseph,B,2025-01-26,0
WO-0002021,CAT-1036,SPLR_14,RACK2U,Sarah,A,2025-01-26,0
WO-0002022,CAT-1054,SPLR_03,STORAGE_NODE,Tracy,C,2025-01-26,1
WO-0002023,CAT-1114,SPLR_15,RACK2U,Shannon,A,2025-01-26,0
WO-0002024,CAT-1112,SPLR_14,EMBEDDED_B,Samantha,A,2025-01-26,0
WO-0002025,CAT-1089,SPLR_04,STORAGE_NODE,Jody,B,2025-01-26,0
WO-0002026,CAT-1085,SPLR_15,EMBEDDED_A,Nathaniel,B,2025-01-26,0
WO-0002027,CAT-1092,SPLR_05,EMBEDDED_A,Katelyn,A,2025-01-26,1
WO-0002028,CAT-1009,SPLR_01,U25,Kathy,A,2025-01-26,0
WO-0002029,CAT-1040,SPLR_11,EDGE_AI,Wesley,A,2025-01-26,0
WO-0002030,CAT-1043,SPLR_12,NUC,Alexis,A,2025-01-26,0
WO-0002031,CAT-1068,SPLR_03,STORAGE_NODE,Jamie,B,2025-01-26,1
WO-0002032,CAT-1084,SPLR_10,EMBEDDED_B,Jose,C,2025-01-26,0
WO-0002033,CAT-1096,SPLR_08,RACK2U,Michael,A,2025-01-26,0
WO-0002034,CAT-1035,SPLR_08,EMBEDDED_B,Thomas,C,2025-01-26,0
WO-0002035,CAT-1000,SPLR_16,U25,James,C,2025-01-26,0
WO-0002036,CAT-1105,SPLR_09,RACK1U,Kathy,A,2025-01-26,0
WO-0002037,CAT-1102,SPLR_09,RACK2U,Heather,A,2025-01-26,0
WO-0002038,CAT-1118,SPLR_06,RACK2U,Sarah,A,2025-01-26,0
WO-0002039,CAT-1081,SPLR_05,RACK1U,Anthony,A,2025-01-26,0
WO-0002040,CAT-1072,SPLR_13,RACK2U,Tiffany,A,2025-01-26,0
WO-0002041,CAT-1091,SPLR_15,EMBEDDED_A,Derrick,A,2025-01-26,0
WO-0002042,CAT-1041,SPLR_13,EDGE_AI,Donna,B,2025-01-26,0
WO-0002043,CAT-1072,SPLR_13,NUC,Aaron,B,2025-01-26,1
WO-0002044,CAT-1109,SPLR_14,EDGE_AI,Carolyn,C,2025-01-26,0
WO-0002045,CAT-1102,SPLR_04,U25,Gabriel,B,2025-01-26,1
WO-0002046,CAT-1042,SPLR_11,RACK2U,Erin,C,2025-01-26,0
WO-0002047,CAT-1095,SPLR_08,RACK1U,Anthony,A,2025-01-26,0
WO-0002048,CAT-1058,SPLR_01,EMBEDDED_A,Jonathan,B,2025-01-26,0
WO-0002049,CAT-1060,SPLR_13,U25,Adam,A,2025-01-26,0
WO-0002050,CAT-1016,SPLR_03,NUC,Ashley,C,2025-01-26,0
WO-0002051,CAT-1116,SPLR_07,RACK2U,Kyle,A,2025-01-26,1
WO-0002052,CAT-1046,SPLR_07,EMBEDDED_B,Michael,A,2025-01-26,0
WO-0002053,CAT-1008,SPLR_05,EMBEDDED_B,Jody,A,2025-01-26,0
WO-0002054,CAT-1067,SPLR_10,EMBEDDED_B,Felicia,B,2025-01-26,0
WO-0002055,CAT-1032,SPLR_09,RACK2U,Shannon,C,2025-01-26,0
WO-0002056,CAT-1073,SPLR_16,U25,Tiffany,B,2025-01-26,0
WO-0002057,CAT-1084,SPLR_07,RACK1U,Steven,A,2025-01-26,0
WO-0002058,CAT-1064,SPLR_11,STORAGE_NODE,Aaron,B,2025-01-26,1
WO-0002059,CAT-1048,SPLR_01,STORAGE_NODE,Samantha,B,2025-01-26,1
WO-0002060,CAT-1069,SPLR_14,EMBEDDED_A,Chad,B,2025-01-26,0
WO-0002061,CAT-1079,SPLR_15,EDGE_AI,Kyle,B,2025-01-26,0
WO-0002062,CAT-1107,SPLR_06,EMBEDDED_B,Jonathan,A,2025-01-26,0
WO-0002063,CAT-1023,SPLR_04,U25,Aaron,A,2025-01-26,0
WO-0002064,CAT-1061,SPLR_03,EMBEDDED_B,Jonathan,A,2025-01-26,0
WO-0002065,CAT-1003,SPLR_04,EDGE_AI,Alexis,A,2025-01-26,0
WO-0002066,CAT-1011,SPLR_04,U25,Adam,B,2025-01-26,1
WO-0002067,CAT-1044,SPLR_14,STORAGE_NODE,Kelsey,B,2025-01-26,0
WO-0002068,CAT-1098,SPLR_15,RACK2U,Michelle,A,2025-01-26,1
WO-0002069,CAT-1068,SPLR_13,EMBEDDED_B,Mark,B,2025-01-26,1
WO-0002070,CAT-1084,SPLR_16,STORAGE_NODE,Jay,B,2025-01-26,0
WO-0002071,CAT-1023,SPLR_11,EMBEDDED_A,Allison,B,2025-01-26,1
WO-0002072,CAT-1035,SPLR_11,EDGE_AI,Danielle,A,2025-01-26,0
WO-0002073,CAT-1064,SPLR_09,RACK2U,Erica,B,2025-01-26,1
WO-0002074,CAT-1042,SPLR_16,NUC,Nathaniel,B,2025-01-26,1
WO-0002075,CAT-1099,SPLR_01,EDGE_AI,Katherine,A,2025-01-26,0
WO-0002076,CAT-1116,SPLR_12,RACK1U,Kelsey,A,2025-01-26,0
WO-0002077,CAT-1109,SPLR_15,EMBEDDED_A,Susan,A,2025-01-26,0
WO-0002078,CAT-1107,SPLR_13,U25,Michael,A,2025-01-26,0
WO-0002079,CAT-1090,SPLR_12,EMBEDDED_A,Joseph,B,2025-01-26,0
WO-0002080,CAT-1019,SPLR_02,EMBEDDED_B,Derrick,A,2025-01-27,0
WO-0002081,CAT-1018,SPLR_16,U25,Susan,B,2025-01-27,0
WO-0002082,CAT-1112,SPLR_11,NUC,Amy,A,2025-01-27,0
WO-0002083,CAT-1022,SPLR_06,U25,Alice,A,2025-01-27,0
WO-0002084,CAT-1064,SPLR_17,EMBEDDED_B,Thomas,A,2025-01-27,0
WO-0002085,CAT-1082,SPLR_16,RACK2U,Thomas,B,2025-01-27,0
WO-0002086,CAT-1090,SPLR_16,EMBEDDED_B,Philip,B,2025-01-27,0
WO-0002087,CAT-1057,SPLR_09,NUC,Kyle,B,2025-01-27,0
WO-0002088,CAT-1092,SPLR_08,U25,Michael,A,2025-01-27,0
WO-0002089,CAT-1046,SPLR_08,EMBEDDED_B,Joseph,A,2025-01-27,0
WO-0002090,CAT-1070,SPLR_16,U25,Megan,B,2025-01-27,0
WO-0002091,CAT-1116,SPLR_07,U25,Peter,A,2025-01-27,0
WO-0002092,CAT-1058,SPLR_16,RACK2U,Mark,A,2025-01-27,0
WO-0002093,CAT-1087,SPLR_17,RACK2U,Erin,A,2025-01-27,1
WO-0002094,CAT-1076,SPLR_05,RACK2U,Andrew,A,2025-01-27,0
WO-0002095,CAT-1106,SPLR_12,EMBEDDED_A,Gilbert,C,2025-01-27,0
WO-0002096,CAT-1023,SPLR_09,EMBEDDED_B,Megan,C,2025-01-27,0
WO-0002097,CAT-1015,SPLR_10,RACK2U,Tracy,C,2025-01-27,0
WO-0002098,CAT-1028,SPLR_06,NUC,Derrick,A,2025-01-27,0
WO-0002099,CAT-1064,SPLR_09,EMBEDDED_A,Kyle,A,2025-01-27,1
WO-0002100,CAT-1009,SPLR_04,NUC,Kelsey,B,2025-01-27,0
WO-0002101,CAT-1114,SPLR_09,STORAGE_NODE,Michael,B,2025-01-27,0
WO-0002102,CAT-1032,SPLR_06,U25,Jody,B,2025-01-27,0
WO-0002103,CAT-1078,SPLR_14,EMBEDDED_B,Kevin,C,2025-01-27,0
WO-0002104,CAT-1050,SPLR_02,U25,Jamie,B,2025-01-27,1
WO-0002105,CAT-1020,SPLR_16,STORAGE_NODE,Philip,A,2025-01-27,0
WO-0002106,CAT-1005,SPLR_10,EDGE_AI,Kyle,B,2025-01-27,0
WO-0002107,CAT-1098,SPLR_03,NUC,Andrew,C,2025-01-27,0
WO-0002108,CAT-1051,SPLR_07,RACK2U,Allison,A,2025-01-27,0
WO-0002109,CAT-1042,SPLR_17,U25,Wesley,A,2025-01-27,0
WO-0002110,CAT-1027,SPLR_10,EDGE_AI,Jose,A,2025-01-27,0
WO-0002111,CAT-1015,SPLR_05,STORAGE_NODE,Kyle,A,2025-01-27,1
WO-0002112,CAT-1015,SPLR_13,U25,Ashley,C,2025-01-27,0
WO-0002113,CAT-1102,SPLR_08,EMBEDDED_B,Sarah,C,2025-01-27,0
WO-0002114,CAT-1023,SPLR_10,EDGE_AI,Kelsey,A,2025-01-27,0
WO-0002115,CAT-1030,SPLR_10,U25,Allison,A,2025-01-27,0
WO-0002116,CAT-1002,SPLR_11,STORAGE_NODE,Erica,A,2025-01-27,0
WO-0002117,CAT-1070,SPLR_14,RACK1U,Jonathan,A,2025-01-27,0
WO-0002118,CAT-1019,SPLR_12,EMBEDDED_A,Carolyn,A,2025-01-27,0
WO-0002119,CAT-1100,SPLR_16,EMBEDDED_B,Sarah,A,2025-01-27,0
WO-0002120,CAT-1018,SPLR_04,NUC,Edward,B,2025-01-27,0
WO-0002121,CAT-1033,SPLR_14,RACK2U,Jonathan,C,2025-01-27,0
WO-0002122,CAT-1064,SPLR_11,U25,Aaron,C,2025-01-27,0
WO-0002123,CAT-1111,SPLR_12,EMBEDDED_B,Anthony,A,2025-01-27,0
WO-0002124,CAT-1105,SPLR_09,NUC,Aaron,A,2025-01-27,0
WO-0002125,CAT-1010,SPLR_05,RACK2U,Susan,C,2025-01-27,0
WO-0002126,CAT-1088,SPLR_13,EDGE_AI,Jonathan,A,2025-01-27,0
WO-0002127,CAT-1018,SPLR_12,EDGE_AI,Thomas,A,2025-01-27,0
WO-0002128,CAT-1071,SPLR_09,RACK2U,Allison,A,2025-01-27,0
WO-0002129,CAT-1028,SPLR_08,NUC,Carmen,C,2025-01-27,0
WO-0002130,CAT-1034,SPLR_13,EMBEDDED_A,Lisa,A,2025-01-27,0
WO-0002131,CAT-1096,SPLR_12,EMBEDDED_A,Katelyn,B,2025-01-27,0
WO-0002132,CAT-1088,SPLR_16,NUC,Kelsey,A,2025-01-27,0
WO-0002133,CAT-1114,SPLR_05,NUC,Jonathan,B,2025-01-27,0
WO-0002134,CAT-1033,SPLR_04,EMBEDDED_A,Alexis,A,2025-01-27,0
WO-0002135,CAT-1097,SPLR_09,RACK2U,Michael,B,2025-01-27,0
WO-0002136,CAT-1004,SPLR_06,RACK2U,Trevor,C,2025-01-27,0
WO-0002137,CAT-1050,SPLR_10,RACK1U,Susan,B,2025-01-27,1
WO-0002138,CAT-1020,SPLR_06,EDGE_AI,Wesley,A,2025-01-27,0
WO-0002139,CAT-1094,SPLR_01,RACK2U,Gabriel,A,2025-01-27,0
WO-0002140,CAT-1022,SPLR_17,STORAGE_NODE,Adam,A,2025-01-27,0
WO-0002141,CAT-1091,SPLR_16,EMBEDDED_B,Jonathan,A,2025-01-27,1
WO-0002142,CAT-1086,SPLR_12,EMBEDDED_A,Felicia,B,2025-01-27,0
WO-0002143,CAT-1002,SPLR_13,EMBEDDED_A,Jonathan,A,2025-01-27,1
WO-0002144,CAT-1118,SPLR_13,EMBEDDED_A,Kelsey,C,2025-01-27,0
WO-0002145,CAT-1115,SPLR_12,NUC,Gregory,B,2025-01-27,1
WO-0002146,CAT-1084,SPLR_02,EMBEDDED_A,Danielle,B,2025-01-27,0
WO-0002147,CAT-1083,SPLR_10,NUC,Dawn,B,2025-01-27,0
WO-0002148,CAT-1109,SPLR_01,RACK1U,Ashley,A,2025-01-27,0
WO-0002149,CAT-1007,SPLR_09,STORAGE_NODE,Samantha,A,2025-01-27,0
WO-0002150,CAT-1014,SPLR_14,U25,Michael,A,2025-01-27,0
WO-0002151,CAT-1092,SPLR_04,EMBEDDED_B,Margaret,A,2025-01-27,0
WO-0002152,CAT-1025,SPLR_01,RACK2U,Kyle,C,2025-01-27,0
WO-0002153,CAT-1040,SPLR_10,RACK1U,Alice,A,2025-01-27,0
WO-0002154,CAT-1024,SPLR_17,RACK1U,Adam,B,2025-01-27,0
WO-0002155,CAT-1046,SPLR_17,RACK2U,Gerald,A,2025-01-27,0
WO-0002156,CAT-1056,SPLR_02,EMBEDDED_A,Tracy,A,2025-01-27,0
WO-0002157,CAT-1013,SPLR_16,EMBEDDED_A,Danielle,A,2025-01-27,0
WO-0002158,CAT-1075,SPLR_13,U25,Dawn,A,2025-01-27,0
WO-0002159,CAT-1110,SPLR_07,EMBEDDED_A,Brian,C,2025-01-27,0
WO-0002160,CAT-1105,SPLR_06,STORAGE_NODE,Edward,A,2025-01-28,0
WO-0002161,CAT-1014,SPLR_06,STORAGE_NODE,Ashley,A,2025-01-28,0
WO-0002162,CAT-1079,SPLR_16,EMBEDDED_B,Taylor,B,2025-01-28,0
WO-0002163,CAT-1117,SPLR_17,EMBEDDED_A,Kyle,A,2025-01-28,0
WO-0002164,CAT-1001,SPLR_17,NUC,Allison,A,2025-01-28,0
WO-0002165,CAT-1108,SPLR_01,EDGE_AI,Carolyn,A,2025-01-28,0
WO-0002166,CAT-1082,SPLR_04,EDGE_AI,Erica,B,2025-01-28,1
WO-0002167,CAT-1094,SPLR_08,NUC,John,C,2025-01-28,0
WO-0002168,CAT-1088,SPLR_09,EMBEDDED_A,Katherine,C,2025-01-28,0
WO-0002169,CAT-1044,SPLR_15,NUC,Mark,B,2025-01-28,0
WO-0002170,CAT-1113,SPLR_06,STORAGE_NODE,Vicki,A,2025-01-28,0
WO-0002171,CAT-1084,SPLR_11,NUC,Aaron,C,2025-01-28,0
WO-0002172,CAT-1004,SPLR_11,EMBEDDED_A,Brandon,C,2025-01-28,0
WO-0002173,CAT-1107,SPLR_14,U25,Wesley,A,2025-01-28,0
WO-0002174,CAT-1093,SPLR_14,STORAGE_NODE,Wesley,B,2025-01-28,0
WO-0002175,CAT-1089,SPLR_08,RACK1U,Taylor,C,2025-01-28,1
WO-0002176,CAT-1040,SPLR_13,RACK1U,Jonathan,C,2025-01-28,0
WO-0002177,CAT-1087,SPLR_07,RACK1U,Jonathan,A,2025-01-28,0
WO-0002178,CAT-1081,SPLR_08,U25,Steven,C,2025-01-28,0
WO-0002179,CAT-1006,SPLR_16,STORAGE_NODE,Peter,C,2025-01-28,0
WO-0002180,CAT-1059,SPLR_13,EMBEDDED_A,Chad,B,2025-01-28,1
WO-0002181,CAT-1106,SPLR_03,EMBEDDED_B,Jay,B,2025-01-28,0
WO-0002182,CAT-1094,SPLR_11,STORAGE_NODE,Katelyn,A,2025-01-28,0
WO-0002183,CAT-1044,SPLR_16,NUC,Jody,B,2025-01-28,1
WO-0002184,CAT-1088,SPLR_05,EMBEDDED_B,Felicia,A,2025-01-28,0
WO-0002185,CAT-1007,SPLR_06,STORAGE_NODE,Marissa,C,2025-01-28,0
WO-0002186,CAT-1101,SPLR_10,U25,Gabriel,A,2025-01-28,0
WO-0002187,CAT-1004,SPLR_14,U25,Shannon,B,2025-01-28,0
WO-0002188,CAT-1020,SPLR_10,U25,Theresa,C,2025-01-28,0
WO-0002189,CAT-1050,SPLR_12,EMBEDDED_B,Chad,A,2025-01-28,0
WO-0002190,CAT-1072,SPLR_14,RACK2U,Felicia,B,2025-01-28,0
WO-0002191,CAT-1044,SPLR_10,EMBEDDED_A,Aaron,A,2025-01-28,0
WO-0002192,CAT-1095,SPLR_08,STORAGE_NODE,Trevor,B,2025-01-28,0
WO-0002193,CAT-1056,SPLR_06,EMBEDDED_A,Jamie,C,2025-01-28,0
WO-0002194,CAT-1062,SPLR_17,STORAGE_NODE,Heather,B,2025-01-28,0
WO-0002195,CAT-1080,SPLR_15,EDGE_AI,Megan,C,2025-01-28,0
WO-0002196,CAT-1089,SPLR_12,RACK2U,Heather,A,2025-01-28,0
WO-0002197,CAT-1044,SPLR_01,NUC,Erin,A,2025-01-28,0
WO-0002198,CAT-1114,SPLR_05,U25,James,A,2025-01-28,0
WO-0002199,CAT-1070,SPLR_15,U25,Brenda,B,2025-01-28,0
WO-0002200,CAT-1115,SPLR_10,U25,Aaron,B,2025-01-28,0
WO-0002201,CAT-1066,SPLR_08,EDGE_AI,Daniel,A,2025-01-28,0
WO-0002202,CAT-1079,SPLR_07,RACK2U,Steven,A,2025-01-28,0
WO-0002203,CAT-1079,SPLR_14,EMBEDDED_B,Erin,A,2025-01-28,0
WO-0002204,CAT-1025,SPLR_01,RACK1U,Megan,C,2025-01-28,0
WO-0002205,CAT-1064,SPLR_14,RACK2U,Brandon,A,2025-01-28,1
WO-0002206,CAT-1068,SPLR_02,EDGE_AI,Katherine,C,2025-01-28,1
WO-0002207,CAT-1047,SPLR_08,STORAGE_NODE,Brenda,A,2025-01-28,0
WO-0002208,CAT-1110,SPLR_03,EMBEDDED_A,Theresa,A,2025-01-28,0
WO-0002209,CAT-1078,SPLR_07,EMBEDDED_A,Gary,C,2025-01-28,0
WO-0002210,CAT-1063,SPLR_14,RACK2U,Jay,A,2025-01-28,0
WO-0002211,CAT-1052,SPLR_09,EMBEDDED_A,Daniel,B,2025-01-28,1
WO-0002212,CAT-1070,SPLR_16,EDGE_AI,Linda,B,2025-01-28,0
WO-0002213,CAT-1094,SPLR_10,EDGE_AI,Adam,A,2025-01-28,1
WO-0002214,CAT-1068,SPLR_15,EDGE_AI,Shannon,C,2025-01-28,0
WO-0002215,CAT-1032,SPLR_15,STORAGE_NODE,Erin,C,2025-01-28,0
WO-0002216,CAT-1070,SPLR_01,NUC,James,B,2025-01-28,0
WO-0002217,CAT-1041,SPLR_07,EMBEDDED_B,Chad,A,2025-01-28,0
WO-0002218,CAT-1081,SPLR_12,RACK1U,James,B,2025-01-28,0
WO-0002219,CAT-1000,SPLR_08,RACK1U,Gabriel,B,2025-01-28,1
WO-0002220,CAT-1052,SPLR_02,NUC,Shannon,C,2025-01-28,0
WO-0002221,CAT-1010,SPLR_13,STORAGE_NODE,Erin,A,2025-01-28,1
WO-0002222,CAT-1051,SPLR_04,EDGE_AI,Aaron,B,2025-01-28,0
WO-0002223,CAT-1084,SPLR_06,RACK2U,Daniel,A,2025-01-28,0
WO-0002224,CAT-1030,SPLR_17,RACK2U,Kimberly,C,2025-01-28,0
WO-0002225,CAT-1083,SPLR_10,STORAGE_NODE,Gary,B,2025-01-28,0
WO-0002226,CAT-1002,SPLR_04,EMBEDDED_A,Rachel,B,2025-01-28,0
WO-0002227,CAT-1049,SPLR_13,NUC,Gary,C,2025-01-28,0
WO-0002228,CAT-1005,SPLR_06,RACK2U,Gabriel,C,2025-01-28,0
WO-0002229,CAT-1023,SPLR_07,EMBEDDED_B,Katelyn,A,2025-01-28,0
WO-0002230,CAT-1089,SPLR_14,EMBEDDED_B,Michael,C,2025-01-28,0
WO-0002231,CAT-1040,SPLR_01,EDGE_AI,Edward,B,2025-01-28,1
WO-0002232,CAT-1082,SPLR_05,EMBEDDED_B,Rachel,A,2025-01-28,0
WO-0002233,CAT-1066,SPLR_11,RACK1U,Heather,C,2025-01-28,0
WO-0002234,CAT-1081,SPLR_12,RACK2U,Joseph,A,2025-01-28,0
WO-0002235,CAT-1069,SPLR_05,EMBEDDED_A,Alexis,A,2025-01-28,0
WO-0002236,CAT-1110,SPLR_03,EDGE_AI,Taylor,A,2025-01-28,1
WO-0002237,CAT-1096,SPLR_17,RACK2U,Anna,A,2025-01-28,1
WO-0002238,CAT-1049,SPLR_11,EMBEDDED_B,Brandon,A,2025-01-28,1
WO-0002239,CAT-1040,SPLR_13,RACK1U,Jonathan,A,2025-01-28,1
WO-0002240,CAT-1110,SPLR_06,STORAGE_NODE,Anthony,B,2025-01-29,0
WO-0002241,CAT-1008,SPLR_03,NUC,Adam,B,2025-01-29,0
WO-0002242,CAT-1110,SPLR_05,RACK1U,Katherine,B,2025-01-29,0
WO-0002243,CAT-1084,SPLR_15,U25,Gregory,B,2025-01-29,0
WO-0002244,CAT-1004,SPLR_14,RACK1U,Sarah,A,2025-01-29,0
WO-0002245,CAT-1023,SPLR_15,NUC,Jonathan,B,2025-01-29,0
WO-0002246,CAT-1104,SPLR_03,NUC,Kevin,B,2025-01-29,0
WO-0002247,CAT-1059,SPLR_09,RACK1U,Jonathan,A,2025-01-29,0
WO-0002248,CAT-1101,SPLR_13,EMBEDDED_A,Amy,A,2025-01-29,0
WO-0002249,CAT-1004,SPLR_05,EDGE_AI,Andrew,B,2025-01-29,0
WO-0002250,CAT-1114,SPLR_12,NUC,Peter,C,2025-01-29,0
WO-0002251,CAT-1093,SPLR_17,U25,Adam,A,2025-01-29,0
WO-0002252,CAT-1012,SPLR_13,RACK1U,Andrew,A,2025-01-29,1
WO-0002253,CAT-1007,SPLR_06,RACK1U,Linda,B,2025-01-29,0
WO-0002254,CAT-1056,SPLR_10,EMBEDDED_B,Sarah,A,2025-01-29,0
WO-0002255,CAT-1109,SPLR_03,STORAGE_NODE,Michael,B,2025-01-29,0
WO-0002256,CAT-1055,SPLR_02,EMBEDDED_A,Adrienne,A,2025-01-29,0
WO-0002257,CAT-1115,SPLR_07,EMBEDDED_B,Lisa,C,2025-01-29,0
WO-0002258,CAT-1047,SPLR_17,EMBEDDED_B,Trevor,B,2025-01-29,0
WO-0002259,CAT-1022,SPLR_15,NUC,Daniel,A,2025-01-29,1
WO-0002260,CAT-1113,SPLR_03,STORAGE_NODE,Michael,C,2025-01-29,0
WO-0002261,CAT-1049,SPLR_16,EDGE_AI,Alexis,C,2025-01-29,0
WO-0002262,CAT-1064,SPLR_16,NUC,Sarah,B,2025-01-29,1
WO-0002263,CAT-1051,SPLR_08,EDGE_AI,Mark,B,2025-01-29,0
WO-0002264,CAT-1009,SPLR_04,EDGE_AI,Tracy,A,2025-01-29,0
WO-0002265,CAT-1022,SPLR_01,U25,Michael,A,2025-01-29,0
WO-0002266,CAT-1008,SPLR_02,EMBEDDED_A,Shannon,B,2025-01-29,0
WO-0002267,CAT-1020,SPLR_06,U25,Linda,A,2025-01-29,0
WO-0002268,CAT-1005,SPLR_12,U25,Gabriel,A,2025-01-29,0
WO-0002269,CAT-1020,SPLR_13,U25,Vicki,B,2025-01-29,0
WO-0002270,CAT-1016,SPLR_16,RACK1U,Jonathan,A,2025-01-29,0
WO-0002271,CAT-1049,SPLR_16,STORAGE_NODE,Adam,B,2025-01-29,0
WO-0002272,CAT-1034,SPLR_02,STORAGE_NODE,Carmen,B,2025-01-29,0
WO-0002273,CAT-1100,SPLR_07,RACK2U,Kyle,A,2025-01-29,1
WO-0002274,CAT-1038,SPLR_03,STORAGE_NODE,Tracy,B,2025-01-29,0
WO-0002275,CAT-1031,SPLR_13,RACK2U,Gabriel,C,2025-01-29,0
WO-0002276,CAT-1081,SPLR_15,EMBEDDED_A,Mark,A,2025-01-29,0
WO-0002277,CAT-1010,SPLR_12,U25,John,B,2025-01-29,0
WO-0002278,CAT-1085,SPLR_14,NUC,Anna,C,2025-01-29,0
WO-0002279,CAT-1107,SPLR_17,RACK2U,Erica,A,2025-01-29,0
WO-0002280,CAT-1082,SPLR_16,RACK2U,Kimberly,C,2025-01-29,0
WO-0002281,CAT-1111,SPLR_14,EDGE_AI,Timothy,C,2025-01-29,0
WO-0002282,CAT-1079,SPLR_12,STORAGE_NODE,Felicia,B,2025-01-29,1
WO-0002283,CAT-1102,SPLR_17,RACK1U,Donald,C,2025-01-29,1
WO-0002284,CAT-1062,SPLR_07,NUC,Steven,B,2025-01-29,0
WO-0002285,CAT-1016,SPLR_05,EMBEDDED_B,Michelle,B,2025-01-29,0
WO-0002286,CAT-1004,SPLR_06,STORAGE_NODE,Taylor,B,2025-01-29,1
WO-0002287,CAT-1003,SPLR_13,RACK2U,Gerald,C,2025-01-29,0
WO-0002288,CAT-1048,SPLR_11,EDGE_AI,Donna,B,2025-01-29,0
